id,name,age,position,club,league,minutes,appearances,goals,assists,xG,xA,shots,shots_on_target,key_passes,passes_per90,pass_accuracy_pct,dribbles_per90,tackles_per90,interceptions_per90,yellow_cards,red_cards,clean_sheets,market_value_eur
528,James Collins,33,DF,West Ham,Premier League,1050,97,1,0,0.3,0.4,0,2,408,0,72.1,1,15,12,3,0,0,1000000
295,Jean-Claude Billong,23,DF,Benevento,Serie A,294,15,0,0,0,0,0,0,160,0,88.1,0,10,4,0,0,0,90000
28,Jean-Eudes Aholou,23,MF,Strasbourg,Ligue 1,3006,53,5,0,2.9,0.6,5,7,1346,0,85.2,33,59,71,4,0,0,3000000
159,Stéphane Bahoken,25,FW,Strasbourg,Ligue 1,1663,0,7,1,6.4,1.3,6,16,328,0.05,67.7,21,12,12,5,0,0,3000000
308,Jérémy Blayac,34,"FW,MF",Strasbourg,Ligue 1,916,8,3,1,4.7,1.5,2,9,360,0.1,63.3,6,3,2,2,0,0,25000
328,Landry Bonnefoi,33,GK,Strasbourg,Ligue 1,272,0,0,0,0,0,0,0,65,0,61.5,0,0,0,0,0,1,25000
548,Benjamin Corgnet,30,"MF,FW",Strasbourg,Ligue 1,1376,10,0,2,1.5,1.3,4,9,566,0.13,65.2,30,28,14,2,0,0,1000000
563,Nuno da Costa,26,"FW,MF",Strasbourg,Ligue 1,1726,3,5,3,3.7,0.9,4,9,386,0.16,59.8,85,39,16,4,1,0,2000000
839,Dimitri Foulquier,24,DF,Strasbourg,Ligue 1,1241,16,0,2,0,1,1,0,654,0.15,77.2,36,21,19,2,0,0,2000000
523,Renaud Cohade,32,MF,Metz,Ligue 1,3298,60,1,3,1.2,3.9,4,7,1991,0.08,75.9,45,129,48,5,0,0,1000000
991,Jérémy Grimm,30,MF,Strasbourg,Ligue 1,811,12,1,0,0.5,0.2,0,3,367,0,77.4,2,25,19,3,0,0,60000
1244,Bingourou Kamara,20,GK,Strasbourg,Ligue 1,1691,0,0,0,0,0,0,0,463,0,64.1,0,0,0,2,0,2,2500000
2640,Jawad El Yamiq,25,DF,Genoa,Serie A,360,26,0,0,0,0,0,0,170,0,82.9,2,7,1,0,0,0,90000
1366,Kenny Lala,25,DF,Strasbourg,Ligue 1,2724,47,3,5,2.7,2.3,1,2,1703,0.17,74.9,82,67,42,5,2,0,5000000
201,Édgar Barreto,33,MF,Sampdoria,Serie A,1965,23,1,2,1.3,2.1,1,6,1083,0.09,79.5,13,61,15,5,2,0,1000000
96,Luca Antei,25,DF,Benevento,Serie A,592,32,0,0,0,0,1,1,371,0,84.9,3,23,16,1,1,0,80000
359,Leon Britton,34,MF,Swansea City,Premier League,302,0,0,0,0,0,0,0,132,0,93.2,2,6,2,1,0,0,1000000
47,Pedro Alcalá,28,DF,Girona,La Liga,688,22,1,0,0.8,0.2,0,2,307,0,67.8,3,9,4,4,0,0,80000
683,Tristan Dingomé,26,MF,Troyes,Ligue 1,1167,7,0,0,0.2,1.3,1,2,585,0,79.7,13,23,14,4,0,0,1000000
1870,Alexandre Oukidja,29,GK,Strasbourg,Ligue 1,1457,2,0,0,0,0,0,0,401,0,52.1,0,0,0,1,0,2,70000
2169,Idriss Saadi,25,FW,Strasbourg,Ligue 1,939,0,4,0,3.7,0.5,1,9,196,0,61.2,14,4,2,1,0,0,2000000
2175,Ihsan Sacko,20,"FW,MF",Strasbourg,Ligue 1,709,1,0,1,0.6,1.2,3,2,201,0.13,69.7,18,9,6,1,0,0,2000000
290,Matteo Bianchetti,24,DF,Hellas Verona,Serie A,124,5,0,0,0,0,0,0,67,0,70.1,0,3,1,1,0,0,80000
441,Antonio Caracciolo,27,DF,Hellas Verona,Serie A,2857,200,2,4,1.2,0.8,2,2,978,0.13,80.6,7,52,19,6,0,0,80000
2437,Martin Terrier,20,"FW,MF",Strasbourg,Ligue 1,1671,6,3,2,4.8,2.5,4,16,489,0.11,74.2,28,36,11,3,0,0,9000000
354,Josip Brekalo,19,"MF,FW",Stuttgart,Bundesliga,726,2,1,1,1.3,1.2,5,5,303,0.12,68.6,40,13,7,1,0,0,5500000
369,Jacob Bruun Larsen,18,"MF,DF",Stuttgart,Bundesliga,107,0,0,0,0,0,0,0,42,0,66.7,6,1,1,0,0,0,50000
943,Mario Gómez,32,FW,Stuttgart,Bundesliga,1385,15,8,0,4.6,2.3,3,14,358,0,62.6,11,15,1,3,0,0,6000000
2434,Simon Terodde,29,FW,Stuttgart,Bundesliga,955,7,2,1,4.1,1,2,6,219,0.09,67.1,6,4,1,2,0,0,2500000
2448,Erik Thommy,22,"MF,FW",Stuttgart,Bundesliga,980,5,2,4,2.4,1.7,3,9,344,0.37,65.1,1,17,3,0,0,0,5000000
8,Tammy Abraham,19,"FW,MF",Swansea City,Premier League,1726,7,5,1,6.3,0.7,3,14,309,0.05,67.3,45,11,4,0,0,0,10000000
147,André Ayew,27,"FW,MF",Swansea City,Premier League,950,9,0,2,2.5,1.3,2,7,318,0.19,78.9,17,11,8,3,0,0,15000000
148,Jordan Ayew,25,"FW,MF",Swansea City,Premier League,2852,8,7,2,6.3,1.2,8,21,881,0.06,79,112,72,27,2,1,0,8000000
2101,Jonathan Rivierez,28,DF,Metz,Ligue 1,2064,45,0,1,0.2,0.6,0,3,947,0.04,74.8,31,64,35,6,0,0,80000
330,Wilfried Bony,28,FW,Swansea City,Premier League,707,16,2,0,1.5,0.2,1,7,197,0,66.5,10,3,2,2,0,0,10000000
2604,Ben Watson,32,MF,Watford,Premier League,456,7,0,0,0,0.1,1,0,248,0,81,0,15,10,1,0,0,1000000
586,Josh Cullen,21,"FW,MF",West Ham,Premier League,8,0,0,0,0,0,0,0,4,0,75,1,0,2,0,0,0,1000000
2027,Loïc Puyo,28,MF,Angers,Ligue 1,171,3,0,0,0.1,0.3,0,0,111,0,72.1,6,6,3,0,0,0,90000
437,Elio Capradossi,21,DF,Roma,Serie A,83,9,0,0,0,0,0,0,51,0,90.2,0,2,1,0,0,0,80000
735,Nathan Dyer,29,"MF,FW",Swansea City,Premier League,1307,2,0,0,0.8,0.7,1,2,553,0,76.3,39,21,7,2,0,0,2500000
801,Leroy Fer,27,MF,Swansea City,Premier League,1397,16,1,1,1.6,1.1,1,3,641,0.06,80,22,36,17,5,0,0,8000000
1902,Nicolás Pareja,33,DF,Sevilla,La Liga,405,16,0,0,0.1,0,1,0,229,0,83.8,0,10,6,2,0,0,80000
1497,Zinédine Machach,21,"FW,MF",Toulouse,Ligue 1,192,2,1,0,0.2,0.1,1,1,48,0,62.5,10,7,2,2,0,0,90000
1145,Svante Ingelsson,19,MF,Udinese,Serie A,325,4,1,1,0.5,0.2,1,3,95,0.28,68.4,7,12,3,0,0,0,90000
511,Thiago Cionek,31,DF,SPAL,Serie A,1350,69,1,0,0.5,0.1,1,4,764,0,76.8,13,31,27,5,0,0,80000
1616,Oliver McBurnie,21,FW,Swansea City,Premier League,276,3,0,1,0.5,0.5,0,3,99,0.33,71.7,2,3,0,0,0,0,1000000
827,Guessouma Fofana,24,MF,Amiens,Ligue 1,745,7,0,0,0.9,0,0,1,247,0,72.1,15,17,8,3,1,0,80000
1774,Luciano Narsingh,26,"FW,MF",Swansea City,Premier League,625,3,1,0,1.3,1,0,5,213,0,73.7,25,6,6,0,0,0,5000000
1779,Kyle Naughton,28,DF,Swansea City,Premier League,3030,82,0,2,0.3,0.4,0,1,2047,0.06,73.1,55,93,46,1,0,0,5000000
1850,Martin Olsson,29,"DF,MF",Swansea City,Premier League,3149,58,0,1,0.9,1,2,1,1547,0.03,69.4,21,34,26,7,0,0,5000000
2107,Connor Roberts,21,MF,Swansea City,Premier League,268,4,0,0,0,0,0,0,174,0,70.7,0,7,1,0,0,0,1000000
2152,Wayne Routledge,32,"MF,FW",Swansea City,Premier League,429,2,0,0,0.4,1,0,1,177,0,63.3,11,9,3,1,0,0,1500000
1635,Ledian Memushaj,30,MF,Benevento,Serie A,1258,8,0,0,0.9,1.4,3,2,671,0,81.1,49,36,12,3,0,0,80000
1341,Michael Krohn-Dehli,34,MF,La Coruña,La Liga,726,5,0,0,0.2,0.1,0,0,360,0,82.5,5,12,8,2,0,0,80000
95,Cristian Ansaldi,30,"DF,MF",Torino,Serie A,1872,41,1,3,0.7,3.2,3,6,972,0.14,71.5,73,52,14,6,2,0,5000000
200,Antonio Barreca,22,"DF,MF",Torino,Serie A,468,6,0,0,0,0.4,0,0,281,0,81.9,8,9,4,0,1,0,3500000
1938,Gabriel Peñalba,32,MF,Las Palmas,La Liga,570,14,0,1,0.2,0,0,0,361,0.16,85.9,8,9,8,3,0,0,80000
248,Andrea Belotti,23,FW,Torino,Serie A,2683,20,10,5,11.3,4.6,10,28,610,0.17,72.3,49,33,5,2,0,0,38000000
272,Álex Berenguer,22,FW,Torino,Serie A,1043,8,1,3,1.2,1.8,1,9,467,0.26,71.9,58,22,7,1,0,0,5000000
1571,Pablo Martinez,28,DF,Strasbourg,Ligue 1,2115,76,0,1,1.4,0.4,1,5,994,0.04,77.9,5,44,39,4,0,0,80000
345,Lucas Boyé,21,"FW,MF",Torino,Serie A,155,3,0,0,0,0.4,0,0,90,0,68.9,8,9,3,0,0,0,1500000
2127,Rolando,31,DF,Marseille,Ligue 1,2511,76,1,0,1.9,0,1,3,1327,0,87.1,2,44,26,5,0,0,75000
533,Daniel Congré,32,DF,Montpellier,Ligue 1,2635,78,1,0,0.9,0.3,1,2,1260,0,81.2,9,49,41,4,0,0,75000
622,Lorenzo De Silvestri,29,"DF,MF",Torino,Serie A,2955,157,5,2,3.2,2.1,3,12,1726,0.06,71.7,31,32,14,3,2,0,4000000
740,Simone Edera,20,FW,Torino,Serie A,327,2,1,1,0.5,0.2,1,5,106,0.28,75.5,16,6,3,0,0,0,1500000
787,Iago Falque,27,FW,Torino,Serie A,2821,14,12,8,9.3,6.8,6,21,1357,0.26,75.4,86,45,17,2,0,0,13000000
1342,Michael Krohn-Dehli,34,"MF,FW",Sevilla,La Liga,540,4,1,0,0.2,1,0,2,376,0,81.4,4,5,4,0,0,0,80000
2418,Mehdi Tahrat,27,MF,Angers,Ligue 1,437,9,0,0,0.1,0.1,0,1,226,0,70.8,11,5,10,3,0,0,70000
1668,Vanja Milinković-Savić,20,GK,Torino,Serie A,90,0,0,0,0,0,0,0,49,0,65.3,1,0,0,0,0,0,2000000
1688,Cristian Molinaro,34,DF,Torino,Serie A,1564,56,0,1,0.1,1.1,0,0,1008,0.06,79.1,26,42,15,2,0,0,30000
557,Andrea Costa,31,DF,Benevento,Serie A,1375,63,0,0,1.2,0.1,0,0,735,0,76.2,0,29,23,5,0,0,70000
1804,M'Baye Niang,22,FW,Torino,Serie A,1532,11,4,2,3.6,1.1,2,18,512,0.12,71.5,90,31,13,5,0,0,10000000
1017,Samuel Gustafson,22,"MF,FW",Torino,Serie A,77,0,0,0,0,0,0,0,33,0,69.7,2,4,1,0,0,0,80000
2095,Tomás Rincón,29,MF,Torino,Serie A,2995,55,1,0,0.8,1.7,0,5,1519,0,82.6,59,60,38,12,0,0,8000000
2178,Umar Sadiq,20,FW,Torino,Serie A,225,3,0,0,0.6,0.2,1,0,55,0,60,9,0,1,0,0,0,1800000
2319,Salvatore Sirigu,30,GK,Torino,Serie A,3330,1,0,0,0,0,0,0,1213,0,70.6,1,0,0,2,0,10,6000000
2522,Mirko Valdifiori,31,MF,Torino,Serie A,618,8,0,0,0.1,0.3,0,0,395,0,81,3,12,1,1,0,0,1000000
2659,Davide Zappacosta,25,DF,Torino,Serie A,96,0,0,0,0,0.1,0,0,51,0,72.5,36,0,2,0,0,0,20000000
1977,Fabio Pisacane,31,DF,Cagliari,Serie A,1927,119,0,0,0.1,0.1,0,1,1034,0,81.2,7,58,25,3,3,0,70000
60,Dele Alli,21,"MF,FW",Tottenham,Premier League,2958,17,9,10,9.3,7.9,7,18,1256,0.3,77.4,121,40,29,7,0,0,100000000
140,Serge Aurier,24,DF,Tottenham,Premier League,1429,31,2,2,0.6,1.7,3,6,1013,0.13,74.8,28,50,23,2,2,0,20000000
612,Ben Davies,24,DF,Tottenham,Premier League,2324,48,2,6,1,3.2,3,6,1708,0.23,74.6,26,48,26,3,0,0,25000000
1706,Jan Morávek,27,MF,Augsburg,Bundesliga,702,14,0,0,0.2,0.2,0,1,334,0,78.1,9,42,9,5,1,0,75000
733,Noë Dussenne,25,DF,Crotone,Serie A,84,2,0,0,0.1,0,0,0,18,0,44.4,0,0,1,1,0,0,70000
757,Christian Eriksen,25,"MF,FW",Tottenham,Premier League,3218,10,10,10,6.7,12.6,10,40,2440,0.28,76.4,60,37,29,0,0,0,80000000
894,Paulo Gazzaniga,25,GK,Tottenham,Premier League,90,0,0,0,0,0,0,0,19,0,73.7,0,0,0,0,0,1,1000000
1180,Vincent Janssen,23,DF,Tottenham,Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000
1249,Harry Kane,24,FW,Tottenham,Premier League,3076,18,30,2,26.1,2.7,15,71,683,0.06,69.7,88,15,5,5,0,0,150000000
1434,Fernando Llorente,32,"FW,DF",Tottenham,Premier League,238,6,1,0,1.1,0.3,0,2,83,0,67.5,2,4,1,1,0,0,7000000
1436,Hugo Lloris,30,GK,Tottenham,Premier League,3240,2,0,0,0,0,0,0,956,0,78.2,1,0,0,1,0,15,25000000
1724,Lucas Moura,24,FW,Tottenham,Premier League,210,1,0,1,0.2,0.2,0,2,113,0.43,80.5,12,2,2,0,0,0,28000000
2144,Danny Rose,27,"DF,MF",Tottenham,Premier League,800,5,0,1,0.7,1,0,1,510,0.11,74.1,29,16,6,4,0,0,30000000
2350,Samuel Souprayen,28,DF,Hellas Verona,Serie A,1582,62,0,0,0.2,0.5,0,0,838,0,81.6,13,32,18,2,2,0,70000
649,Daniele Dessena,30,"MF,DF",Cagliari,Serie A,573,11,0,0,0.1,0.2,1,0,243,0,67.1,6,13,6,1,0,0,70000
2498,Kieran Trippier,26,"DF,MF",Tottenham,Premier League,1914,30,0,5,0.2,3.2,0,1,1580,0.24,76.3,16,43,20,1,0,0,20000000
124,Aythami Artiles,31,DF,Las Palmas,La Liga,185,20,0,0,0,0,0,0,90,0,83.3,0,2,1,0,0,0,70000
2578,Michel Vorm,33,GK,Tottenham,Premier League,90,0,0,0,0,0,0,0,28,0,89.3,0,0,0,0,0,0,2500000
2592,Kyle Walker-Peters,20,DF,Tottenham,Premier League,189,4,0,2,0,1.5,0,0,123,0.95,77.2,5,5,2,0,0,0,3000000
2599,Victor Wanyama,26,MF,Tottenham,Premier League,846,12,1,0,0.5,0.1,1,3,613,0,87.4,18,31,6,2,0,0,30000000
2629,Harry Winks,21,MF,Tottenham,Premier League,774,8,0,1,0.1,0.5,0,0,643,0.12,88.6,7,13,9,0,0,0,15000000
77,Kelvin Amian,19,DF,Toulouse,Ligue 1,3154,82,1,1,0.9,1,0,6,1252,0.03,76.8,22,51,36,3,1,0,5000000
309,Alexis Blin,20,MF,Toulouse,Ligue 1,1886,28,1,3,1,1.1,2,4,753,0.14,76.9,9,40,32,5,0,0,6000000
105,Alberto Aquilani,33,MF,Las Palmas,La Liga,1298,18,0,0,0.7,0.7,0,4,992,0,83.3,13,32,19,4,0,0,70000
319,Quentin Boisgard,20,"MF,FW",Toulouse,Ligue 1,179,1,0,0,0,0,0,1,84,0,61.9,8,1,0,1,0,0,5000
404,Yannick Cahuzac,32,MF,Toulouse,Ligue 1,1517,23,0,0,0.3,0.4,1,2,579,0,79.4,5,32,25,5,0,0,75000
635,Andy Delort,25,FW,Toulouse,Ligue 1,2334,18,5,4,10,4.5,7,20,788,0.15,57,32,15,9,5,0,0,4000000
1483,Lars Lukas Mai,17,DF,Bayern Munich,Bundesliga,180,2,0,0,0,0,0,0,114,0,88.6,0,5,3,0,0,0,60000
730,Jimmy Durmaz,28,"MF,FW",Toulouse,Ligue 1,1030,4,3,3,3.4,2.9,2,3,540,0.26,68,33,12,13,5,0,0,2000000
396,Leandro Cabrera,26,DF,Crotone,Serie A,365,24,0,0,0.2,0.1,0,0,118,0,64.4,0,8,5,0,0,0,60000
975,Max Gradel,29,"FW,MF",Toulouse,Ligue 1,2415,13,8,3,8.4,4.3,6,22,985,0.11,55.6,134,46,17,6,1,0,7000000
1141,Giannelli Imbula,24,MF,Toulouse,Ligue 1,2244,7,1,0,1.4,2,1,11,1214,0,85.2,51,21,16,4,0,0,6000000
1188,Corentin Jean,22,"MF,FW",Toulouse,Ligue 1,1688,4,1,3,1.8,3,1,8,515,0.16,67.6,27,11,11,3,0,0,2500000
397,Leandro Cabrera,26,DF,Getafe,La Liga,720,18,0,0,0.2,0.1,0,0,308,0,48.1,3,15,19,3,0,0,60000
1363,Alban Lafont,18,GK,Toulouse,Ligue 1,3420,5,0,0,0.1,0,0,0,999,0,60.3,1,0,0,4,0,12,18000000
1702,Luca Mora,29,MF,SPAL,Serie A,934,19,0,1,0.2,0.3,0,0,367,0.1,69.2,22,22,2,5,0,0,70000
1661,Clément Michelin,20,"DF,FW",Toulouse,Ligue 1,275,6,0,0,0,0.2,0,0,124,0,66.1,3,9,2,2,0,0,1250000
1721,François Moubandje,27,DF,Toulouse,Ligue 1,1700,33,0,0,0.1,0.7,0,1,869,0,69.9,33,28,29,6,2,0,2500000
2226,Ibrahim Sangaré,19,MF,Toulouse,Ligue 1,1589,12,1,1,0.9,1.5,2,6,835,0.06,74.4,29,65,16,6,0,0,5000000
2230,Yaya Sanogo,24,FW,Toulouse,Ligue 1,1515,11,6,1,7.9,0.4,4,21,302,0.06,56.3,22,9,7,6,0,0,2000000
2679,Franco Zuculini,26,MF,Hellas Verona,Serie A,329,3,0,0,0.1,0.1,0,2,175,0,84,8,16,4,1,0,0,60000
2405,Issiaga Sylla,23,"DF,MF",Toulouse,Ligue 1,1602,25,1,3,0.4,2.3,1,3,848,0.17,69.9,23,31,27,5,0,0,3000000
2455,Ola Toivonen,31,"FW,MF",Toulouse,Ligue 1,798,9,0,1,2.2,0.4,2,4,319,0.11,71.8,5,4,0,2,0,0,1500000
2638,Steeve Yago,24,DF,Toulouse,Ligue 1,1577,30,0,0,0,0.3,0,1,697,0,76.8,15,45,36,7,0,0,2000000
1322,Rominigue Kouamé,20,"DF,MF",Lille,Ligue 1,200,0,0,0,0,0.3,0,0,139,0,84.9,9,1,5,0,0,0,60000
247,François Bellugou,30,MF,Troyes,Ligue 1,2177,35,0,0,0.1,0.3,0,0,975,0,79.2,24,48,38,6,1,0,1500000
249,Chaouki Ben Saada,33,"FW,MF",Troyes,Ligue 1,341,2,0,0,0.3,0.9,1,2,196,0,76.5,16,7,1,3,0,0,50000
547,Jérémy Cordoval,27,DF,Troyes,Ligue 1,919,21,0,1,0,0.5,0,0,412,0.1,76.9,10,26,13,1,0,0,1000000
605,Stéphane Darbion,33,"FW,MF",Troyes,Ligue 1,1705,9,3,2,2.5,1.5,2,7,692,0.11,74.4,32,13,18,2,0,0,50000
645,Mathieu Deplagne,25,DF,Troyes,Ligue 1,2411,58,0,2,0.4,1.3,0,3,1289,0.07,78,19,51,53,5,2,0,1250000
1037,Emil Hallfreðsson,33,MF,Udinese,Serie A,764,20,0,0,0,0.6,0,1,453,0,86.3,15,23,15,5,0,0,60000
2272,Ernest Seka,30,DF,Strasbourg,Ligue 1,2179,63,1,1,0.7,0.9,3,3,1298,0.04,76.2,37,56,39,4,1,0,60000
976,Samuel Grandsir,20,"FW,MF",Troyes,Ligue 1,2604,5,3,4,3.9,3.6,3,21,949,0.14,69.7,125,57,22,3,0,0,5000000
15,Khaled Adénon,32,DF,Amiens,Ligue 1,2921,166,0,1,0.5,0.3,0,1,1168,0.03,82,3,41,50,9,0,0,50000
1281,Saîf-Eddine Khaoui,22,"MF,FW",Troyes,Ligue 1,1955,7,5,1,4.5,3,3,22,713,0.05,65.2,86,31,27,1,0,0,5000000
1612,Bryan Mbeumo,17,"FW,MF",Troyes,Ligue 1,64,2,0,0,0.1,0,0,1,24,0,54.2,2,0,2,0,0,0,30000
1802,Adama Niane,24,FW,Troyes,Ligue 1,2166,11,8,2,11.1,0.9,5,23,539,0.08,65.3,35,15,10,6,0,0,3000000
1809,Benjamin Nivet,40,"MF,FW",Troyes,Ligue 1,1371,18,2,2,1.4,3,0,4,704,0.13,77.1,17,27,18,0,0,0,25000
1831,Johann Obiang,24,DF,Troyes,Ligue 1,470,5,0,0,0.1,0.1,0,0,250,0,65.2,3,16,9,1,0,0,90000
1929,Bryan Pelé,25,"FW,MF",Troyes,Ligue 1,1616,5,2,2,2,2,3,8,596,0.11,68.3,40,16,12,1,0,0,1000000
2201,Mamadou Samassa,27,GK,Troyes,Ligue 1,1890,2,0,0,0,0,0,0,499,0,53.1,0,0,0,1,0,5,2500000
2452,Jonathan Tinhan,28,"FW,MF",Troyes,Ligue 1,72,0,0,0,0.2,0,0,0,23,0,52.2,1,0,0,1,0,0,90000
2053,Iván Ramis,32,DF,Eibar,La Liga,1302,35,3,0,0.9,0,0,8,705,0,80.4,4,17,19,4,0,0,50000
1828,Aiden O'Neill,19,MF,Burnley,Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
2665,Erwin Zelazny,25,GK,Troyes,Ligue 1,1530,0,0,0,0,0,0,0,522,0,56.1,0,0,0,2,0,3,50000
796,Felipe,30,DF,Hannover 96,Bundesliga,457,24,0,0,0.1,0.1,0,0,269,0,73.2,2,7,7,0,0,0,50000
164,Riad Bajić,23,"FW,MF",Udinese,Serie A,80,2,0,0,0.2,0.2,1,1,22,0,72.7,1,0,0,0,0,0,4000000
240,Valon Behrami,32,MF,Udinese,Serie A,1398,24,1,0,0.6,0.2,0,2,513,0,81.7,16,69,12,5,0,0,1000000
304,Albano Bizzarri,39,GK,Udinese,Serie A,2880,0,0,0,0,0,0,0,1045,0,63.5,1,0,0,0,1,8,20000
892,Gianluca Gaudino,20,MF,Chievo,Serie A,18,0,0,0,0,0,0,0,11,0,63.6,1,0,0,0,0,0,50000
580,Giovanni Crociata,19,"FW,MF",Crotone,Serie A,290,0,1,0,1.3,0.2,0,3,92,0,68.5,9,11,2,0,0,0,50000
1443,Enzo Loiodice,16,MF,Dijon,Ligue 1,167,1,0,0,0,0,0,0,97,0,82.5,2,7,1,0,0,0,50000
1175,Vasilije Janjicic,18,MF,Hamburger SV,Bundesliga,320,7,0,0,0.1,0.2,0,1,151,0,80.8,2,12,0,1,0,0,50000
1728,Samuel Moutoussamy,20,MF,Nantes,Ligue 1,431,4,0,0,0.3,0.3,1,1,144,0,83.3,13,14,7,0,0,0,50000
1378,Kevin Lasagna,24,"FW,MF",Udinese,Serie A,2130,18,12,2,11.9,1.2,5,30,448,0.08,61.8,26,14,8,1,0,0,7500000
1462,Maxi López,33,FW,Udinese,Serie A,1684,17,2,2,4.2,1.3,3,9,363,0.11,68.6,24,13,1,1,0,0,50000
1587,Ryder Matos,24,MF,Udinese,Serie A,170,2,0,0,0.2,0.1,0,0,51,0,78.4,4,2,1,0,0,0,1300000
572,Martin Cranie,30,"DF,MF",Huddersfield,Premier League,180,9,0,0,0,0,0,0,91,0,79.1,1,2,5,0,0,0,50000
1950,Stipe Perica,22,"FW,MF",Udinese,Serie A,943,9,1,0,2.3,0.5,4,5,201,0,73.1,19,7,1,6,0,0,2400000
1961,Giuseppe Pezzella,19,DF,Udinese,Serie A,903,32,0,0,0.1,0.8,0,1,455,0,69.2,22,18,2,3,1,0,3000000
1998,Simone Pontisso,20,MF,Udinese,Serie A,10,0,0,0,0,0,0,0,15,0,93.3,1,0,0,0,0,0,20000
2271,Simone Scuffet,21,GK,Udinese,Serie A,540,0,0,0,0,0,0,0,149,0,56.4,0,0,1,0,0,1,3000000
2384,Jens Stryger Larsen,26,DF,Udinese,Serie A,2531,77,1,1,1.4,0.7,0,5,1335,0.04,80.7,17,37,19,5,0,0,2000000
2442,Cyril Théréau,34,FW,Udinese,Serie A,180,0,2,0,1,0.1,0,1,73,0,76.7,41,1,0,0,0,0,1000000
1535,Martín Mantovani,33,DF,Leganés,La Liga,1021,46,1,0,0.9,0.1,0,1,401,0,74.8,1,11,13,3,0,0,50000
2617,Silvan Widmer,24,"DF,MF",Udinese,Serie A,1625,54,3,2,0.7,2,0,3,962,0.11,71.3,22,48,21,2,0,0,8500000
2655,Francesco Zampano,23,"DF,MF",Udinese,Serie A,412,8,0,1,0.1,0.7,0,0,180,0.22,77.2,16,10,2,0,0,0,1800000
430,João Cancelo,23,MF,Valencia,La Liga,90,0,0,0,0.4,0.6,0,2,46,0,60.9,5,2,0,0,0,0,35000000
541,Francis Coquelin,26,"MF,DF",Valencia,La Liga,657,15,1,0,0.4,0.1,1,3,314,0,82.2,21,14,11,2,0,0,12000000
697,Jaume Doménech,26,GK,Valencia,La Liga,450,0,0,0,0,0,0,0,107,0,72.9,0,0,0,2,0,2,2500000
592,Kouadio-Yves Dabila,20,DF,Lille,Ligue 1,944,37,0,0,0,0.1,0,0,504,0,83.7,5,18,13,1,0,0,50000
920,Nacho Gil,21,"MF,FW",Valencia,La Liga,230,0,0,0,0.2,1.1,0,1,93,0,75.3,14,4,3,0,0,0,80000
997,Gonçalo Guedes,20,"MF,FW",Valencia,La Liga,2435,4,5,7,4.1,6.4,2,22,979,0.26,76.5,2,32,7,2,0,0,40000000
2567,Mattia Vitale,19,MF,SPAL,Serie A,98,0,0,0,0.1,0,0,0,28,0,71.4,3,1,2,1,0,0,50000
1382,Toni Lato,19,DF,Valencia,La Liga,798,18,0,1,0.1,0.8,0,0,395,0.11,78.7,13,29,9,4,0,0,8000000
951,Anthony Gonçalves,31,"MF,FW",Strasbourg,Ligue 1,1758,22,0,2,1.6,4.1,1,6,811,0.1,66.2,15,52,20,5,0,0,50000
1671,Santi Mina,21,FW,Valencia,La Liga,1560,15,12,2,9.1,1.9,7,18,470,0.12,76.8,34,16,4,4,0,0,20000000
1697,Martín Montoya,26,DF,Valencia,La Liga,2152,53,0,4,0.2,2,1,6,1209,0.17,76.6,29,56,32,7,0,0,8000000
2041,Andrea Raggi,33,DF,Monaco,Ligue 1,1606,26,1,0,0.6,0.1,0,1,742,0,73,5,18,19,3,0,0,50000
1793,Neto,28,GK,Valencia,La Liga,2970,0,0,0,0.2,0,0,0,591,0,56.5,0,0,0,2,0,10,15000000
1531,Kader Mangane,34,DF,Strasbourg,Ligue 1,1718,74,1,0,1.9,0.2,1,3,704,0,71.6,4,40,23,4,0,0,50000
1941,Andreas Pereira,21,"MF,FW",Valencia,La Liga,1083,4,1,3,0.7,2.1,0,5,420,0.25,64.8,30,18,10,5,0,0,6000000
2115,Rodrigo,26,FW,Valencia,La Liga,2670,6,16,4,13.7,3.7,6,38,922,0.13,73,79,18,19,4,0,0,40000000
855,Jay Fulton,23,MF,Swansea City,Premier League,19,1,0,0,0,0,0,0,4,0,100,0,0,0,1,0,0,50000
2572,Oswaldo Vizcarrondo,33,DF,Troyes,Ligue 1,1716,87,0,0,0.7,0.1,1,3,798,0,79.2,0,19,10,7,2,0,50000
2557,Nacho Vidal,22,DF,Valencia,La Liga,447,9,1,0,0.2,0.2,0,2,223,0,76.7,2,10,10,1,0,0,1000000
2561,Luciano Vietto,23,FW,Valencia,La Liga,535,1,2,1,1.1,1.3,0,3,198,0.17,77.3,13,6,3,1,0,0,6000000
2661,Simone Zaza,26,FW,Valencia,La Liga,2074,32,13,2,10.1,2.1,3,25,445,0.09,69.9,35,21,7,9,2,0,22000000
128,Sergio Asenjo,28,GK,Villarreal,La Liga,2070,0,0,0,0,0,0,0,469,0,59.1,1,0,0,3,0,6,8000000
154,Carlos Bacca,30,FW,Villarreal,La Liga,2477,10,15,5,13.6,4.7,3,36,528,0.18,72,51,6,5,9,0,0,10000000
